seqName	alignmentAssignedSegment	diamondAssignedSegment	total_length	weighted_identity_sum	n_hits	composite_score
LOC_000118F.1	h1n1	h2n2	1518	2199582.0	1	1449.0
LOC_000119D.1	h1n1	h2n2	1518	2202618.0	1	1451.0
LOC_00011AB.1	h1n1	h2n2	1518	2199582.0	1	1449.0
LOC_00011B9.1	h1n1	h2n2	1518	2207172.0	1	1454.0
LOC_00011PJ.1	h1n1	h2n2	1518	2207172.0	1	1454.0
LOC_00011RE.1	h1n1	h2n2	1518	2201100.0	1	1450.0
LOC_00011SC.1	h2n2	h3n2	759	1112694.0	1	1466.0
LOC_00011W4.1	h1n1	h2n2	1518	2199582.0	1	1449.0
LOC_00011X2.1	h1n1	h2n2	1518	2198064.0	1	1448.0
LOC_00011Y0.1	h1n1	h2n2	1518	2207172.0	1	1454.0
LOC_00011ZY.1	h1n1	h2n2	1518	2202618.0	1	1451.0
LOC_000122S.1	h1n1	h2n2	1518	2207172.0	1	1454.0
LOC_000123Q.1	h1n1	h2n2	1518	2207172.0	1	1454.0
LOC_000124N.1	h1n1	h2n2	1518	2201100.0	1	1450.0
LOC_000127G.1	h1n1	h2n2	1518	2205654.0	1	1453.0
LOC_000128E.1	h1n1	h2n2	1518	2207172.0	1	1454.0
LOC_000129C.1	h1n1	h2n2	1518	2198064.0	1	1448.0
LOC_00012AA.1	h1n1	h2n2	1518	2204136.0	1	1452.0
LOC_00012B8.1	h1n1	h2n2	1518	2210208.0	1	1456.0
LOC_00012C6.1	h1n1	h2n2	1518	2199582.0	1	1449.0
LOC_00012D4.1	h1n1	h2n2	1518	2199582.0	1	1449.0
LOC_00012E2.1	h1n1	h2n2	1518	2202618.0	1	1451.0
LOC_00012F0.1	h1n1	h2n2	1518	2198064.0	1	1448.0
LOC_00012GY.1	h1n1	h2n2	1518	2193510.0	1	1445.0
LOC_00012HV.1	h1n1	h2n2	1518	2207172.0	1	1454.0
LOC_00012JT.1	h1n1	h2n2	1518	2199582.0	1	1449.0
LOC_00012KR.1	h1n1	h2n2	1518	2201100.0	1	1450.0
LOC_00012MM.1	h1n1	h2n2	1518	2207172.0	1	1454.0
LOC_00012NK.1	h1n1	h2n2	1518	2201100.0	1	1450.0
LOC_0001AA2.1	h1n1	h2n2	1518	2210208.0	1	1456.0
LOC_0001AEU.1	h1n1	h2n2	1518	2196546.0	1	1447.0
LOC_0001AZP.1	h1n1	h2n2	1518	2196546.0	1	1447.0
LOC_0001BHL.1	h1n1	h2n2	1518	2199582.0	1	1449.0
LOC_0001EUV.1	h1n1	h2n2	1518	2201100.0	1	1450.0
LOC_0001EVT.1	h1n1	h2n2	1518	2198064.0	1	1448.0
LOC_0001G56.1	h1n1	h2n2	1518	2195028.0	1	1446.0
LOC_0001YV9.1	h2n2	h3n2	759	1117248.0	1	1472.0
LOC_000210V.1	h1n1	h2n2	1518	2196546.0	1	1447.0
LOC_00021JS.1	h1n1	h2n2	1518	2196546.0	1	1447.0
LOC_00021KQ.1	h1n1	h2n2	1518	2191992.0	1	1444.0
LOC_000251P.1	h1n1	h2n2	1518	2196546.0	1	1447.0
LOC_0002589.1	h1n1	h2n2	1518	2196546.0	1	1447.0
LOC_00025A5.1	h1n1	h2n2	1518	2199582.0	1	1449.0
LOC_00025B3.1	h1n1	h2n2	1518	2199582.0	1	1449.0
LOC_00025C1.1	h1n1	h2n2	1518	2196546.0	1	1447.0
LOC_00025DZ.1	h1n1	h2n2	1518	2199582.0	1	1449.0
LOC_00025EX.1	h1n1	h2n2	1518	2199582.0	1	1449.0
LOC_00025FV.1	h1n1	h2n2	1518	2198064.0	1	1448.0
LOC_00026R7.1	h1n1	h2n2	1518	2239050.0	1	1475.0
LOC_000285C.1	h1n1	h2n2	1518	2198064.0	1	1448.0
LOC_000286A.1	h1n1	h2n2	1518	2185920.0	1	1440.0
LOC_0002878.1	h1n1	h2n2	1518	2191992.0	1	1444.0
LOC_0002886.1	h1n1	h2n2	1518	2198064.0	1	1448.0
LOC_0002894.1	h1n1	h2n2	1518	2196546.0	1	1447.0
LOC_0002GTT.1	h1n1	h2n2	1518	2198064.0	1	1448.0
LOC_0002GUR.1	h1n1	h2n2	1518	2201100.0	1	1450.0
LOC_0002NFC.1	h1n1	h2n2	1518	2196546.0	1	1447.0
LOC_0002QVF.1	h1n1	h2n2	1518	2204136.0	1	1452.0
LOC_0002RCF.1	h1n1	h2n2	1518	2204136.0	1	1452.0
LOC_0002RNU.1	h1n1	h2n2	1518	2198064.0	1	1448.0
LOC_0002TLW.1	h1n1	h2n2	1518	2204136.0	1	1452.0
LOC_0002TRL.1	h1n1	h2n2	1518	2204136.0	1	1452.0
LOC_0002TVC.1	h1n1	h2n2	1518	2202618.0	1	1451.0
LOC_0003579.1	h1n1	h2n2	1214	1398528.0	1	1152.0
LOC_00035ME.1	h1n1	h2n2	1518	2195028.0	1	1446.0
LOC_000364E.1	h1n1	h2n2	1518	2204136.0	1	1452.0
LOC_000365C.1	h1n1	h2n2	1518	2205654.0	1	1453.0
LOC_000366A.1	h1n1	h2n2	1518	2199582.0	1	1449.0
LOC_0003678.1	h1n1	h2n2	1518	2199582.0	1	1449.0
LOC_0003686.1	h1n1	h2n2	1518	2202618.0	1	1451.0
LOC_0003694.1	h1n1	h2n2	1518	2205654.0	1	1453.0
LOC_00036A2.1	h1n1	h2n2	1518	2198064.0	1	1448.0
LOC_00036B0.1	h1n1	h2n2	1518	2195028.0	1	1446.0
LOC_00037WU.1	h1n1	h2n2	1518	2217798.0	1	1461.0
LOC_0003ABW.1	h1n1	h2n2	1518	2205654.0	1	1453.0
LOC_0003ACU.1	h1n1	h2n2	1518	2202618.0	1	1451.0
LOC_0003TQL.1	h1n1	h2n2	1518	2234496.0	1	1472.0
LOC_0003TY4.1	h1n1	h2n2	1518	2220834.0	1	1463.0
LOC_0003U1Y.1	h1n1	h2n2	1518	2193510.0	1	1445.0
LOC_0003U7L.1	h1n1	h2n2	1518	2198064.0	1	1448.0
LOC_0003ZNJ.1	h1n1	h2n2	1518	2198064.0	1	1448.0
LOC_0003ZRC.1	h1n1	h2n2	1518	2198064.0	1	1448.0
LOC_0003ZU6.1	h1n1	h2n2	1518	2198064.0	1	1448.0
LOC_00040LK.1	h1n1	h2n2	1518	2198064.0	1	1448.0
LOC_00040S7.1	h1n1	h2n2	1518	2195028.0	1	1446.0
LOC_00040T5.1	h1n1	h2n2	1518	2195028.0	1	1446.0
LOC_000464C.1	h1n1	h2n2	1518	2202618.0	1	1451.0
LOC_0004668.1	h1n1	h2n2	1518	2195028.0	1	1446.0
LOC_0004692.1	h1n1	h2n2	1518	2196546.0	1	1447.0
LOC_00046A0.1	h1n1	h2n2	1518	2198064.0	1	1448.0
LOC_00046BY.1	h1n1	h2n2	1518	2198064.0	1	1448.0
LOC_00046CW.1	h1n1	h2n2	1518	2196546.0	1	1447.0
LOC_0004791.1	h1n1	h2n2	1518	2154042.0	1	1419.0
LOC_0004CRX.1	h1n1	h1n1pdm	759	1097514.0	1	1446.0
LOC_0004CSV.1	h1n1	h1n1pdm	759	1098273.0	1	1447.0
LOC_0004CTT.1	h1n1	h1n1pdm	759	1097514.0	1	1446.0
LOC_0004CUR.1	h1n1	h1n1pdm	759	1095996.0	1	1444.0
LOC_0005PW8.1	h1n1	h1n1pdm	759	1102827.0	1	1453.0
LOC_00060MD.1	h1n1	h2n2	1518	2201100.0	1	1450.0
LOC_0006KBF.1	h1n1	h2n2	1518	2208690.0	1	1455.0
LOC_0006T9B.1	h1n1	h2n2	892	713600.0	1	800.0
LOC_0006TA9.1	h1n1	h2n2	892	751064.0	1	842.0
LOC_0006TB7.1	h1n1	h2n2	892	751064.0	1	842.0
LOC_0006TC5.1	h1n1	h2n2	892	752848.0	1	844.0
LOC_000722E.1	h1n1	h2n2	1518	2195028.0	1	1446.0
LOC_0007547.1	h1n1	h2n2	1518	2196546.0	1	1447.0
LOC_00077EK.1	h1n1	h1n1pdm	759	1086888.0	1	1432.0
LOC_000797X.1	h1n1	h2n2	1518	2198064.0	1	1448.0
LOC_00080R1.1	h1n1	h2n2	1518	2196546.0	1	1447.0
LOC_00080SZ.1	h1n1	h2n2	1518	2191992.0	1	1444.0
LOC_00080UV.1	h1n1	h2n2	1518	2198064.0	1	1448.0
LOC_00080VT.1	h1n1	h2n2	1518	2201100.0	1	1450.0
LOC_00080WR.1	h1n1	h2n2	1518	2196546.0	1	1447.0
LOC_0008BJ4.1	h1n1	h2n2	1518	2196546.0	1	1447.0
LOC_0009ESH.1	h2n2	h3n2	712	979000.0	1	1375.0
LOC_0009ETF.1	h1n1	h2n2	1424	1945184.0	1	1366.0
LOC_0009EUD.1	h1n1	h2n2	1424	1943760.0	1	1365.0
LOC_0009EVB.1	h1n1	h2n2	1424	1943760.0	1	1365.0
LOC_0009EW9.1	h1n1	h2n2	1424	1948032.0	1	1368.0
LOC_0009M6H.1	h1n1	h1n1pdm	759	1095996.0	1	1444.0
LOC_0009QKM.1	h1n1	h1n1pdm	759	1094478.0	1	1442.0
LOC_0009QMH.1	h1n1	h1n1pdm	759	1096755.0	1	1445.0
LOC_0009W4C.1	h1n1	h1n1pdm	759	1096755.0	1	1445.0
LOC_000A00E.1	h1n1	h1n1pdm	759	1095996.0	1	1444.0
LOC_000A5NY.1	h1n1	h1n1pdm	759	1097514.0	1	1446.0
LOC_000A6GA.1	h1n1	h2n2	1518	2196546.0	1	1447.0
LOC_000AAUF.1	h1n1	h2n2	1520	2191840.0	1	1442.0
LOC_000AHQG.1	h1n1	h1n1pdm	759	1094478.0	1	1442.0
LOC_000AQFU.1	h1n1	h1n1pdm	759	1096755.0	1	1445.0
LOC_000AUTZ.1	h1n1	h2n2	1518	2196546.0	1	1447.0
LOC_000AUUX.1	h1n1	h2n2	1518	2196546.0	1	1447.0
LOC_000B250.1	h1n1	h1n1pdm	380	271700.0	1	715.0
LOC_000B26Y.1	h1n1	h1n1pdm	759	1094478.0	1	1442.0
LOC_000BG9C.1	h1n1	h2n2	1518	2196546.0	1	1447.0
LOC_000CV39.1	h1n1	h1n1pdm	759	1083093.0	1	1427.0
LOC_000FNVR.1	h1n1	h2n2	1518	2208690.0	1	1455.0
LOC_000FNWP.1	h1n1	h2n2	1518	2208690.0	1	1455.0
LOC_000FNXM.1	h1n1	h2n2	1518	2208690.0	1	1455.0
LOC_000FNYK.1	h1n1	h2n2	1518	2205654.0	1	1453.0
LOC_000G9JQ.1	h1n1	h2n2	1518	2204136.0	1	1452.0
LOC_000G9NG.1	h1n1	h2n2	1518	2202618.0	1	1451.0
LOC_000HAGR.1	h1n1	h1n1pdm	759	1092201.0	1	1439.0
LOC_000HDKF.1	h3n2	h2n2	208	44096.0	1	212.0
LOC_000KDHF.1	h1n1	h1n1pdm	759	1095996.0	1	1444.0
LOC_000S8CH.1	h3n2	h1n1	52	5168.8	1	99.4
LOC_000TSXS.1	h1n1	h2n2	1518	2172258.0	1	1431.0
LOC_000US59.1	h1n1	h1n1pdm	759	1101309.0	1	1451.0
LOC_000W7CA.1	h1n1pdm	h2n2	1518	2129754.0	1	1403.0
