seqName	alignmentAssignedSegment	index	sortAssignedSegment	score	numHits
LOC_0003686.1	h1n1	4089	h2n2	0.3842364532019704	156
LOC_0003694.1	h1n1	4090	h2n2	0.3817733990147783	155
LOC_00036A2.1	h1n1	4091	h2n2	0.3743842364532019	152
LOC_00036B0.1	h1n1	4092	h2n2	0.3891625615763547	158
LOC_00037ET.1	h3n2	4102	h2n2	0.7167487684729064	291
LOC_00037WU.1	h1n1	4114	h2n2	0.7241379310344828	294
LOC_0003ACU.1	h1n1	4156	h2n2	0.3916256157635468	159
LOC_0003TQL.1	h1n1	4180	h2n2	0.6009852216748769	244
LOC_0003TY4.1	h1n1	4182	h2n2	0.7118226600985221	289
LOC_0003ZYY.1	h1n1	4248	h2n2	0.3916256157635468	159
LOC_000401Q.1	h1n1	4249	h2n2	0.3916256157635468	159
LOC_00040EY.1	h1n1	4251	h2n2	0.3916256157635468	159
LOC_00040PD.1	h1n1	4253	h2n2	0.3916256157635468	159
LOC_000464C.1	h1n1	4315	h2n2	0.3866995073891626	157
LOC_0004668.1	h1n1	4317	h2n2	0.3719211822660098	151
LOC_00046CW.1	h1n1	4323	h2n2	0.3768472906403941	153
LOC_0006KBF.1	h1n1	4855	h2n2	0.3891625615763547	158
LOC_000797X.1	h1n1	4899	h2n2	0.3916256157635468	159
LOC_0007V97.1	h2n2	4925	h1n1	0.3533849513599364	120
LOC_00080UV.1	h2n2	4960	h1n1	0.3611309485165228	150
LOC_0008BJ4.1	h1n1	4981	h2n2	0.3891625615763547	158
LOC_000A4UM.1	h1n1	5104	h2n2	0.2375872700854094	96
LOC_000AAUF.1	h1n1	5129	h2n2	0.3669950738916256	149
LOC_000AUTZ.1	h1n1	5192	h2n2	0.3719211822660098	151
LOC_000FNVR.1	h1n1	6248	h2n2	0.5024630541871922	204
LOC_000FNWP.1	h1n1	6249	h2n2	0.5024630541871922	204
LOC_000FNXM.1	h1n1	6250	h2n2	0.5024630541871922	204
LOC_000FNYK.1	h1n1	6251	h2n2	0.5024630541871922	204
LOC_000G9JQ.1	h1n1	121	h2n2	0.458128078817734	186
LOC_000G9NG.1	h1n1	124	h2n2	0.4113300492610837	167
