seqName	alignmentAssignedSegment	diamondAssignedSegment	total_length	weighted_identity_sum	n_hits	composite_score
LOC_0000S16.1	h3n2	h1n1pdm	757	1122631.0	1	1483.0
LOC_0000S24.1	h3n2	h1n1pdm	757	1121874.0	1	1482.0
LOC_0000S32.1	h3n2	h1n1pdm	757	1122631.0	1	1483.0
LOC_0000S40.1	h3n2	h1n1pdm	757	1115061.0	1	1473.0
LOC_0000S5Y.1	h3n2	h1n1pdm	757	1120360.0	1	1480.0
LOC_0000S6W.1	h3n2	h1n1pdm	757	1117332.0	1	1476.0
LOC_0000S7U.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_0000S8S.1	h3n2	h1n1pdm	757	1121117.0	1	1481.0
LOC_0000S9Q.1	h2n2	h1n1pdm	757	1107491.0	1	1463.0
LOC_0000SAN.1	h1n1	h3n2	757	1093108.0	1	1444.0
LOC_0000SBL.1	h1n1	h3n2	757	1090837.0	1	1441.0
LOC_0000SCJ.1	h3n2	h1n1pdm	757	1120360.0	1	1480.0
LOC_0000SDG.1	h1n1	h3n2	757	1093108.0	1	1444.0
LOC_0000SEE.1	h3n2	h1n1pdm	757	1113547.0	1	1471.0
LOC_0000SFC.1	h3n2	h1n1pdm	757	1115061.0	1	1473.0
LOC_0000SGA.1	h3n2	h1n1pdm	755	1109095.0	1	1469.0
LOC_0000SH7.1	h3n2	h1n1pdm	757	1118089.0	1	1477.0
LOC_0000SJ5.1	h3n2	h1n1pdm	757	1119603.0	1	1479.0
LOC_0000SK3.1	h1n1	h3n2	757	1093108.0	1	1444.0
LOC_0000SL1.1	h3n2	h1n1pdm	757	1117332.0	1	1476.0
LOC_0000SMZ.1	h3n2	h1n1pdm	757	1122631.0	1	1483.0
LOC_0000SNX.1	h3n2	h1n1pdm	757	1118089.0	1	1477.0
LOC_0000SPV.1	h1n1	h1n1pdm	757	1090837.0	1	1441.0
LOC_0000SQT.1	h3n2	h1n1pdm	757	1118846.0	1	1478.0
LOC_0000SRR.1	h3n2	h1n1pdm	757	1119603.0	1	1479.0
LOC_0000TXC.1	h2n2	h1n1pdm	748	1084600.0	1	1450.0
LOC_0000TYA.1	h3n2	h1n1pdm	757	1122631.0	1	1483.0
LOC_0000TZ8.1	h3n2	h1n1pdm	757	1122631.0	1	1483.0
LOC_0000U06.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_0000U14.1	h3n2	h1n1pdm	757	1122631.0	1	1483.0
LOC_0000U22.1	h3n2	h1n1pdm	757	1122631.0	1	1483.0
LOC_0000U30.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_0000U4Y.1	h3n2	h1n1pdm	757	1118846.0	1	1478.0
LOC_0000U5W.1	h3n2	h1n1pdm	757	1111276.0	1	1468.0
LOC_0000U6U.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_0000U7S.1	h3n2	h1n1pdm	757	1121117.0	1	1481.0
LOC_0000U8Q.1	h3n2	h1n1pdm	757	1120360.0	1	1480.0
LOC_0000U9N.1	h3n2	h1n1pdm	757	1120360.0	1	1480.0
LOC_0000UAL.1	h3n2	h1n1pdm	757	1120360.0	1	1480.0
LOC_0000UBJ.1	h3n2	h1n1pdm	757	1119603.0	1	1479.0
LOC_0000UCG.1	h3n2	h1n1pdm	757	1119603.0	1	1479.0
LOC_0000UDE.1	h3n2	h1n1pdm	757	1119603.0	1	1479.0
LOC_0000UEC.1	h3n2	h1n1pdm	757	1120360.0	1	1480.0
LOC_0000UFA.1	h3n2	h1n1pdm	757	1120360.0	1	1480.0
LOC_0000UG8.1	h3n2	h1n1pdm	757	1113547.0	1	1471.0
LOC_0000UH5.1	h3n2	h1n1pdm	757	1118089.0	1	1477.0
LOC_0000UJ3.1	h3n2	h1n1pdm	757	1118846.0	1	1478.0
LOC_0000UK1.1	h3n2	h1n1pdm	757	1121117.0	1	1481.0
LOC_0000ULZ.1	h3n2	h1n1pdm	757	1119603.0	1	1479.0
LOC_0000UMX.1	h3n2	h1n1pdm	757	1118846.0	1	1478.0
LOC_0000UNV.1	h3n2	h1n1pdm	757	1118089.0	1	1477.0
LOC_0000UPT.1	h3n2	h1n1pdm	757	1122631.0	1	1483.0
LOC_0000UQR.1	h3n2	h1n1pdm	757	1119603.0	1	1479.0
LOC_0000URP.1	h3n2	h1n1pdm	757	1117332.0	1	1476.0
LOC_0000USM.1	h3n2	h1n1pdm	757	1123388.0	1	1484.0
LOC_0000UTK.1	h3n2	h1n1pdm	757	1118089.0	1	1477.0
LOC_0000UUH.1	h3n2	h1n1pdm	757	1122631.0	1	1483.0
LOC_0000UVF.1	h3n2	h1n1pdm	757	1121117.0	1	1481.0
LOC_0000UWD.1	h3n2	h1n1pdm	757	1122631.0	1	1483.0
LOC_0000UXB.1	h3n2	h1n1pdm	757	1123388.0	1	1484.0
LOC_0000UY9.1	h3n2	h1n1pdm	757	1121117.0	1	1481.0
LOC_0000UZ7.1	h1n1	h3n2	757	1091594.0	1	1442.0
LOC_0000V05.1	h1n1	h3n2	757	1102192.0	1	1456.0
LOC_0000V13.1	h3n2	h1n1pdm	757	1121117.0	1	1481.0
LOC_0000V21.1	h3n2	h1n1pdm	757	1122631.0	1	1483.0
LOC_0000V3Z.1	h3n2	h1n1pdm	757	1121874.0	1	1482.0
LOC_0000V4X.1	h3n2	h1n1pdm	757	1121874.0	1	1482.0
LOC_0000V5V.1	h1n1	h3n2	757	1092351.0	1	1443.0
LOC_0000V6T.1	h1n1	h3n2	757	1091594.0	1	1442.0
LOC_0000V8P.1	h3n2	h1n1pdm	757	1121117.0	1	1481.0
LOC_0000V9M.1	h1n1	h3n2	757	1091594.0	1	1442.0
LOC_0000VAK.1	h1n1	h3n2	757	1091594.0	1	1442.0
LOC_0000VBH.1	h1n1	h3n2	757	1091594.0	1	1442.0
LOC_0000VCF.1	h1n1	h3n2	757	1089323.0	1	1439.0
LOC_0000VDD.1	h1n1	h3n2	757	1090837.0	1	1441.0
LOC_0000VEB.1	h3n2	h1n1pdm	757	1121874.0	1	1482.0
LOC_0000VF9.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_0000VG7.1	h3n2	h1n1pdm	757	1121874.0	1	1482.0
LOC_0000VH4.1	h1n1	h1n1pdm	757	1093865.0	1	1445.0
LOC_0000VJ2.1	h1n1	h1n1pdm	757	1094622.0	1	1446.0
LOC_0000VK0.1	h1n1	h3n2	757	1102192.0	1	1456.0
LOC_0000VLY.1	h1n1	h3n2	757	1094622.0	1	1446.0
LOC_0000VMW.1	h1n1	h3n2	757	1093108.0	1	1444.0
LOC_0000VNU.1	h1n1	h3n2	757	1093865.0	1	1445.0
LOC_0000VPS.1	h1n1	h1n1pdm	757	1091594.0	1	1442.0
LOC_0000VQQ.1	h3n2	h1n1pdm	757	1123388.0	1	1484.0
LOC_0000VRN.1	h3n2	h1n1pdm	757	1118846.0	1	1478.0
LOC_0000VSL.1	h3n2	h1n1pdm	757	1119603.0	1	1479.0
LOC_0000VTJ.1	h3n2	h1n1pdm	757	1120360.0	1	1480.0
LOC_0000VUG.1	h3n2	h1n1pdm	757	1122631.0	1	1483.0
LOC_0000VVE.1	h3n2	h1n1pdm	757	1123388.0	1	1484.0
LOC_0000VWC.1	h3n2	h1n1pdm	757	1120360.0	1	1480.0
LOC_0000VXA.1	h3n2	h1n1pdm	757	1118846.0	1	1478.0
LOC_0000VY8.1	h3n2	h1n1pdm	757	1119603.0	1	1479.0
LOC_0000VZ6.1	h3n2	h1n1pdm	757	1122631.0	1	1483.0
LOC_0000W04.1	h3n2	h1n1pdm	757	1123388.0	1	1484.0
LOC_0000W12.1	h3n2	h1n1pdm	757	1123388.0	1	1484.0
LOC_0000W20.1	h3n2	h1n1pdm	757	1121117.0	1	1481.0
LOC_0000W3Y.1	h3n2	h1n1pdm	756	1120392.0	1	1482.0
LOC_0000W4W.1	h3n2	h1n1pdm	757	1119603.0	1	1479.0
LOC_0000W5U.1	h1n1	h1n1pdm	757	1093108.0	1	1444.0
LOC_0000W6S.1	h3n2	h1n1pdm	757	1122631.0	1	1483.0
LOC_0000W7Q.1	h3n2	h1n1pdm	757	1121117.0	1	1481.0
LOC_0000W8N.1	h3n2	h1n1pdm	757	1118089.0	1	1477.0
LOC_0000W9L.1	h3n2	h1n1pdm	757	1118846.0	1	1478.0
LOC_0000WAJ.1	h3n2	h1n1pdm	757	1118846.0	1	1478.0
LOC_0000WBG.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_0000WCE.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_0000WDC.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_0000WEA.1	h3n2	h1n1pdm	757	1118089.0	1	1477.0
LOC_0000WF8.1	h3n2	h1n1pdm	757	1122631.0	1	1483.0
LOC_0000WG6.1	h3n2	h1n1pdm	757	1119603.0	1	1479.0
LOC_0000WH3.1	h3n2	h1n1pdm	757	1118089.0	1	1477.0
LOC_0000WJ1.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_0000WKZ.1	h2n2	h1n1pdm	757	1109005.0	1	1465.0
LOC_0000WLX.1	h2n2	h1n1pdm	757	1107491.0	1	1463.0
LOC_0000WMV.1	h2n2	h1n1pdm	757	1106734.0	1	1462.0
LOC_0000WNT.1	h2n2	h1n1pdm	757	1108248.0	1	1464.0
LOC_0000WPR.1	h2n2	h1n1pdm	757	1105977.0	1	1461.0
LOC_0000WY7.1	h3n2	h1n1pdm	757	1118089.0	1	1477.0
LOC_0000WZ5.1	h1n1	h3n2	757	1101435.0	1	1455.0
LOC_0000X03.1	h3n2	h1n1pdm	757	1122631.0	1	1483.0
LOC_0000X11.1	h3n2	h1n1pdm	757	1122631.0	1	1483.0
LOC_0000X2Z.1	h3n2	h1n1pdm	757	1118846.0	1	1478.0
LOC_0000X3X.1	h3n2	h1n1pdm	757	1118846.0	1	1478.0
LOC_0000X4V.1	h3n2	h1n1pdm	757	1118089.0	1	1477.0
LOC_0000X5T.1	h3n2	h1n1pdm	757	1118089.0	1	1477.0
LOC_0000XPQ.1	h1n1	h3n2	757	1090837.0	1	1441.0
LOC_0000XQN.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_0000XRL.1	h3n2	h1n1pdm	757	1121117.0	1	1481.0
LOC_0000XSJ.1	h1n1	h3n2	757	1091594.0	1	1442.0
LOC_0000XTG.1	h3n2	h1n1pdm	757	1123388.0	1	1484.0
LOC_0000XUE.1	h3n2	h1n1pdm	757	1123388.0	1	1484.0
LOC_0000Y02.1	h3n2	h1n1pdm	757	1119603.0	1	1479.0
LOC_0000Y10.1	h1n1	h1n1pdm	757	1090837.0	1	1441.0
LOC_0000Y3W.1	h3n2	h1n1pdm	757	1122631.0	1	1483.0
LOC_0000Y4U.1	h1n1	h3n2	757	1093108.0	1	1444.0
LOC_0000Y5S.1	h1n1	h3n2	757	1094622.0	1	1446.0
LOC_0000Y6Q.1	h3n2	h1n1pdm	757	1119603.0	1	1479.0
LOC_0000Y9J.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_0000YAG.1	h1n1	h3n2	757	1093108.0	1	1444.0
LOC_0000YBE.1	h3n2	h1n1pdm	757	1120360.0	1	1480.0
LOC_0000YJZ.1	h1n1	h3n2	757	1093865.0	1	1445.0
LOC_0000YW9.1	h2n2	h1n1pdm	756	1101492.0	1	1457.0
LOC_0000YX7.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_0000YZ3.1	h3n2	h1n1pdm	757	1118089.0	1	1477.0
LOC_0000Z1Z.1	h1n1	h1n1pdm	757	1094622.0	1	1446.0
LOC_0000Z2X.1	h3n2	h1n1pdm	757	1118846.0	1	1478.0
LOC_0000Z3V.1	h3n2	h1n1pdm	757	1118089.0	1	1477.0
LOC_0000ZAF.1	h1n1	h3n2	757	1099921.0	1	1453.0
LOC_0000ZBD.1	h3n2	h1n1pdm	757	1122631.0	1	1483.0
LOC_0000ZCB.1	h3n2	h1n1pdm	757	1117332.0	1	1476.0
LOC_0000ZE7.1	h1n1	h1n1pdm	757	1094622.0	1	1446.0
LOC_0000ZF5.1	h1n1	h3n2	757	1099921.0	1	1453.0
LOC_0000ZG3.1	h2n2	h1n1pdm	757	1102949.0	1	1457.0
LOC_0000ZH0.1	h1n1	h3n2	757	1090837.0	1	1441.0
LOC_0000ZJY.1	h1n1	h2n2	757	1096893.0	1	1449.0
LOC_0000ZKW.1	h1n1	h3n2	757	1093108.0	1	1444.0
LOC_0000ZLU.1	h2n2	h1n1pdm	757	1108248.0	1	1464.0
LOC_0000ZQL.1	h3n2	h1n1pdm	757	1113547.0	1	1471.0
LOC_0000ZRJ.1	h3n2	h1n1pdm	757	1111276.0	1	1468.0
LOC_0000ZZ2.1	h1n1	h3n2	757	1091594.0	1	1442.0
LOC_000100Y.1	h1n1	h2n2	757	1107491.0	1	1463.0
LOC_000101W.1	h3n2	h1n1pdm	757	1117332.0	1	1476.0
LOC_000102U.1	h1n1	h2n2	757	1105977.0	1	1461.0
LOC_00010KT.1	h1n1	h3n2	757	1093865.0	1	1445.0
LOC_000118F.1	h1n1	h3n2	757	1096893.0	1	1449.0
LOC_000119D.1	h1n1	h3n2	757	1095379.0	1	1447.0
LOC_00011AB.1	h1n1	h3n2	757	1094622.0	1	1446.0
LOC_00011B9.1	h1n1	h3n2	757	1095379.0	1	1447.0
LOC_00011C7.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_00011D5.1	h3n2	h1n1pdm	757	1118089.0	1	1477.0
LOC_00011E3.1	h3n2	h1n1pdm	757	1118846.0	1	1478.0
LOC_00011PJ.1	h1n1	h3n2	757	1095379.0	1	1447.0
LOC_00011RE.1	h1n1	h3n2	757	1094622.0	1	1446.0
LOC_00011SC.1	h3n2	h1n1pdm	757	1115061.0	1	1473.0
LOC_00011U8.1	h3n2	h1n1pdm	757	1118089.0	1	1477.0
LOC_00011V6.1	h3n2	h1n1pdm	757	1118089.0	1	1477.0
LOC_00011W4.1	h1n1	h3n2	757	1096893.0	1	1449.0
LOC_00011X2.1	h1n1	h3n2	757	1095379.0	1	1447.0
LOC_00011Y0.1	h1n1	h3n2	757	1093108.0	1	1444.0
LOC_00011ZY.1	h1n1	h3n2	757	1096136.0	1	1448.0
LOC_000120W.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000122S.1	h1n1	h3n2	757	1095379.0	1	1447.0
LOC_000123Q.1	h1n1	h3n2	757	1095379.0	1	1447.0
LOC_000124N.1	h1n1	h3n2	757	1096893.0	1	1449.0
LOC_000126J.1	h3n2	h1n1pdm	757	1118846.0	1	1478.0
LOC_000127G.1	h1n1	h3n2	757	1094622.0	1	1446.0
LOC_000128E.1	h1n1	h3n2	757	1094622.0	1	1446.0
LOC_000129C.1	h1n1	h3n2	757	1096893.0	1	1449.0
LOC_00012AA.1	h1n1	h3n2	757	1095379.0	1	1447.0
LOC_00012B8.1	h1n1	h3n2	757	1094622.0	1	1446.0
LOC_00012C6.1	h1n1	h3n2	757	1096893.0	1	1449.0
LOC_00012D4.1	h1n1	h3n2	757	1095379.0	1	1447.0
LOC_00012E2.1	h1n1	h3n2	757	1096893.0	1	1449.0
LOC_00012F0.1	h1n1	h3n2	757	1095379.0	1	1447.0
LOC_00012GY.1	h1n1	h3n2	757	1093865.0	1	1445.0
LOC_00012HV.1	h1n1	h3n2	757	1094622.0	1	1446.0
LOC_00012JT.1	h1n1	h3n2	757	1096893.0	1	1449.0
LOC_00012KR.1	h1n1	h3n2	757	1095379.0	1	1447.0
LOC_00012MM.1	h1n1	h3n2	757	1094622.0	1	1446.0
LOC_00012NK.1	h1n1	h3n2	757	1094622.0	1	1446.0
LOC_000168A.1	h2n2	h1n1pdm	757	1103706.0	1	1458.0
LOC_00016A6.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_00016B4.1	h3n2	h1n1pdm	757	1117332.0	1	1476.0
LOC_00016XX.1	h2n2	h1n1pdm	757	1110519.0	1	1467.0
LOC_00016YV.1	h2n2	h1n1pdm	754	1101594.0	1	1461.0
LOC_000170R.1	h2n2	h1n1pdm	757	1109762.0	1	1466.0
LOC_000175F.1	h2n2	h1n1pdm	757	1106734.0	1	1462.0
LOC_00017KL.1	h1n1	h2n2	757	1105977.0	1	1461.0
LOC_00018LH.1	h2n2	h1n1pdm	757	1109762.0	1	1466.0
LOC_00018MF.1	h2n2	h1n1pdm	757	1110519.0	1	1467.0
LOC_00018ND.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_00018PB.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_00018Q9.1	h3n2	h1n1pdm	757	1117332.0	1	1476.0
LOC_00018R7.1	h1n1	h2n2	757	1106734.0	1	1462.0
LOC_00018S5.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_00019FT.1	h3n2	h1n1pdm	757	1117332.0	1	1476.0
LOC_0001A3G.1	h2n2	h1n1pdm	757	1102949.0	1	1457.0
LOC_0001A4E.1	h1n1	h2n2	757	1106734.0	1	1462.0
LOC_0001A6A.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_0001A78.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_0001A94.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_0001AA2.1	h1n1	h3n2	757	1094622.0	1	1446.0
LOC_0001AB0.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_0001ACY.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_0001ADW.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_0001AEU.1	h1n1	h3n2	757	1095379.0	1	1447.0
LOC_0001AFS.1	h3n2	h1n1pdm	757	1113547.0	1	1471.0
LOC_0001AQ7.1	h3n2	h1n1pdm	757	1118089.0	1	1477.0
LOC_0001AR5.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_0001AS3.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_0001AT1.1	h3n2	h1n1pdm	757	1117332.0	1	1476.0
LOC_0001AUZ.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_0001AVX.1	h3n2	h1n1pdm	757	1115061.0	1	1473.0
LOC_0001AWV.1	h3n2	h1n1pdm	757	1119603.0	1	1479.0
LOC_0001AXT.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_0001AYR.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_0001AZP.1	h1n1	h3n2	757	1095379.0	1	1447.0
LOC_0001B0M.1	h3n2	h1n1pdm	757	1115061.0	1	1473.0
LOC_0001BET.1	h3n2	h1n1pdm	757	1118089.0	1	1477.0
LOC_0001BHL.1	h1n1	h3n2	757	1093865.0	1	1445.0
LOC_0001BJJ.1	h3n2	h1n1pdm	757	1115061.0	1	1473.0
LOC_0001BKG.1	h3n2	h1n1pdm	757	1118089.0	1	1477.0
LOC_0001BLE.1	h3n2	h1n1pdm	757	1115061.0	1	1473.0
LOC_0001EUV.1	h1n1	h1n1pdm	757	1093108.0	1	1444.0
LOC_0001EVT.1	h1n1	h3n2	757	1095379.0	1	1447.0
LOC_0001FDR.1	h2n2	h1n1pdm	757	1109762.0	1	1466.0
LOC_0001FEP.1	h3n2	h1n1pdm	757	1118089.0	1	1477.0
LOC_0001FFM.1	h3n2	h1n1pdm	757	1118846.0	1	1478.0
LOC_0001FGK.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_0001FHG.1	h3n2	h1n1pdm	757	1117332.0	1	1476.0
LOC_0001FJE.1	h3n2	h1n1pdm	757	1117332.0	1	1476.0
LOC_0001FKC.1	h3n2	h1n1pdm	757	1117332.0	1	1476.0
LOC_0001FLA.1	h3n2	h1n1pdm	754	1106872.0	1	1468.0
LOC_0001FM8.1	h3n2	h1n1pdm	757	1117332.0	1	1476.0
LOC_0001FN6.1	h3n2	h1n1pdm	757	1117332.0	1	1476.0
LOC_0001G48.1	h2n2	h1n1pdm	757	1110519.0	1	1467.0
LOC_0001G56.1	h1n1	h1n1pdm	757	1103706.0	1	1458.0
LOC_0001GFL.1	h1n1	h1n1pdm	334	213426.0	1	639.0
LOC_0001GGJ.1	h3n2	h1n1pdm	63	8253.0	1	131.0
LOC_0001GXM.1	h1n1	h2n2	757	1106734.0	1	1462.0
LOC_0001K8X.1	h3n2	h1n1pdm	757	1113547.0	1	1471.0
LOC_0001K9V.1	h3n2	h1n1pdm	757	1117332.0	1	1476.0
LOC_0001KAT.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_0001KBR.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_0001KCP.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_0001KDM.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_0001RH6.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_0001YD8.1	h3n2	h1n1pdm	757	1117332.0	1	1476.0
LOC_0001YV9.1	h3n2	h1n1pdm	757	1118846.0	1	1478.0
LOC_00020C6.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_00020D4.1	h3n2	h1n1pdm	757	1113547.0	1	1471.0
LOC_00020E2.1	h3n2	h1n1pdm	757	1117332.0	1	1476.0
LOC_00020F0.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_00020GY.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_00020HV.1	h3n2	h1n1pdm	757	1117332.0	1	1476.0
LOC_00020JT.1	h3n2	h1n1pdm	757	1118089.0	1	1477.0
LOC_00020KR.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_00020LP.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_00020MM.1	h3n2	h1n1pdm	757	1117332.0	1	1476.0
LOC_00020NK.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_00020PH.1	h3n2	h1n1pdm	757	1117332.0	1	1476.0
LOC_00020QF.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_00020RD.1	h3n2	h1n1pdm	757	1117332.0	1	1476.0
LOC_00020ZX.1	h3n2	h1n1pdm	757	1117332.0	1	1476.0
LOC_00021KQ.1	h1n1	h3n2	757	1096893.0	1	1449.0
LOC_000235H.1	h3n2	h1n1pdm	757	1113547.0	1	1471.0
LOC_00024U3.1	h1n1	h3n2	757	1095379.0	1	1447.0
LOC_000251P.1	h1n1	h3n2	757	1095379.0	1	1447.0
LOC_000252M.1	h3n2	h1n1pdm	757	1112790.0	1	1470.0
LOC_0002589.1	h1n1	h3n2	757	1095379.0	1	1447.0
LOC_00025A5.1	h1n1	h3n2	757	1096893.0	1	1449.0
LOC_00025B3.1	h1n1	h3n2	757	1095379.0	1	1447.0
LOC_00025C1.1	h1n1	h3n2	757	1095379.0	1	1447.0
LOC_00025DZ.1	h1n1	h3n2	757	1095379.0	1	1447.0
LOC_00025EX.1	h1n1	h3n2	757	1096893.0	1	1449.0
LOC_00025FV.1	h1n1	h3n2	757	1094622.0	1	1446.0
LOC_00025GT.1	h3n2	h1n1pdm	757	1115061.0	1	1473.0
LOC_00025HQ.1	h3n2	h1n1pdm	757	1115061.0	1	1473.0
LOC_00026R7.1	h1n1	h2n2	757	1109005.0	1	1465.0
LOC_00026S5.1	h2n2	h1n1pdm	757	1110519.0	1	1467.0
LOC_00026T3.1	h3n2	h1n1pdm	757	1113547.0	1	1471.0
LOC_000280N.1	h2n2	h1n1pdm	757	1109762.0	1	1466.0
LOC_000281L.1	h3n2	h1n1pdm	757	1117332.0	1	1476.0
LOC_000285C.1	h1n1	h3n2	757	1095379.0	1	1447.0
LOC_000286A.1	h1n1	h3n2	757	1094622.0	1	1446.0
LOC_0002878.1	h1n1	h3n2	757	1094622.0	1	1446.0
LOC_0002886.1	h1n1	h3n2	757	1094622.0	1	1446.0
LOC_0002894.1	h1n1	h3n2	757	1094622.0	1	1446.0
LOC_0002DAX.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_0002DBV.1	h3n2	h1n1pdm	757	1117332.0	1	1476.0
LOC_0002DCT.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_0002FSW.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_0002FTU.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_0002FUS.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_0002FVQ.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_0002G46.1	h3n2	h1n1pdm	757	1117332.0	1	1476.0
LOC_0002G54.1	h3n2	h1n1pdm	757	1117332.0	1	1476.0
LOC_0002G62.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_0002G70.1	h3n2	h1n1pdm	757	1117332.0	1	1476.0
LOC_0002G8Y.1	h3n2	h1n1pdm	757	1117332.0	1	1476.0
LOC_0002G9W.1	h3n2	h1n1pdm	757	1117332.0	1	1476.0
LOC_0002GBS.1	h3n2	h1n1pdm	757	1117332.0	1	1476.0
LOC_0002GCQ.1	h3n2	h1n1pdm	757	1115061.0	1	1473.0
LOC_0002GP1.1	h3n2	h1n1pdm	757	1115061.0	1	1473.0
