seqName	alignmentAssignedSegment	index	sortAssignedSegment	score	numHits
LOC_0000ZRJ.1	h2n2	4012	h3n2	0.4572040962133841	331
LOC_0000ZZ2.1	h2n2	4013	h1n1	0.3788761545992423	273
LOC_000100Y.1	h2n2	4014	h1n1	0.5044406440132554	363
LOC_000102U.1	h2n2	4016	h1n1	0.4593699896423048	331
LOC_00010KT.1	h2n2	4017	h1n1	0.3726687102936603	268
LOC_000118F.1	h2n2	4018	h1n1	0.3733248556307552	269
LOC_000119D.1	h2n2	4019	h1n1	0.366918948794751	263
LOC_00011AB.1	h2n2	4020	h1n1	0.3736487726481472	268
LOC_00011B9.1	h2n2	4021	h1n1	0.36964521021357	266
LOC_00011PJ.1	h2n2	4025	h1n1	0.3664367951169656	263
LOC_00011RE.1	h2n2	4026	h1n1	0.3697092069604906	265
LOC_00011W4.1	h2n2	4030	h1n1	0.3778314081628653	271
LOC_00011X2.1	h2n2	4031	h1n1	0.3785781105505389	271
LOC_00011Y0.1	h2n2	4032	h1n1	0.3650434993180418	262
LOC_00011ZY.1	h2n2	4033	h1n1	0.3541243501149949	256
LOC_000122S.1	h2n2	4035	h1n1	0.366918948794751	263
LOC_000123Q.1	h2n2	4036	h1n1	0.3821520030403449	275
LOC_000124N.1	h2n2	4037	h1n1	0.3504079313340862	251
LOC_000127G.1	h2n2	4039	h1n1	0.3636100824359028	262
LOC_000128E.1	h2n2	4040	h1n1	0.3697092069604906	265
LOC_000129C.1	h2n2	4041	h1n1	0.362459469388407	261
LOC_00012AA.1	h2n2	4042	h1n1	0.3641286906290115	261
LOC_00012B8.1	h2n2	4043	h1n1	0.372107227269272	269
LOC_00012C6.1	h2n2	4044	h1n1	0.3724994651262302	267
LOC_00012D4.1	h2n2	4045	h1n1	0.3814021953169171	275
LOC_00012E2.1	h2n2	4046	h1n1	0.3394630290176419	243
LOC_00012F0.1	h2n2	4047	h1n1	0.3580770203234227	257
LOC_00012GY.1	h2n2	4048	h1n1	0.3752897232919697	269
LOC_00012HV.1	h2n2	4049	h1n1	0.3695296358904183	264
LOC_00012JT.1	h2n2	4050	h1n1	0.3808360316870233	271
LOC_00012KR.1	h2n2	4051	h1n1	0.3585684469790536	256
LOC_00012MM.1	h2n2	4052	h1n1	0.3645644396076506	262
LOC_00012NK.1	h2n2	4053	h1n1	0.3557487737393757	256
LOC_000168A.1	h2n2	4054	h1n1	0.4372076222403721	314
LOC_00016XX.1	h2n2	4057	h1n1	0.4249552186717662	305
LOC_00016YV.1	h2n2	4058	h1n1	0.4202103080938644	301
LOC_000170R.1	h2n2	4059	h1n1	0.4204871264786429	301
LOC_000175F.1	h2n2	4060	h3n2	0.4625572399594611	334
LOC_00018LH.1	h2n2	4062	h1n1	0.4204990506897846	302
LOC_00018MF.1	h2n2	4063	h3n2	0.4184733356570234	299
LOC_0001A3G.1	h2n2	4070	h1n1	0.4152313461576004	299
LOC_0001AA2.1	h2n2	4075	h1n1	0.3756088704677896	271
LOC_0001AEU.1	h2n2	4079	h1n1	0.3730678510488808	266
LOC_0001AZP.1	h2n2	4090	h1n1	0.3617815049541572	260
LOC_0001BHL.1	h2n2	4094	h1n1	0.3661961931503753	263
LOC_0001FDR.1	h2n2	4118	h1n1	0.410803540233131	290
LOC_0001G48.1	h2n2	4134	h1n1	0.4185387248609328	300
LOC_0001H47.1	h2n2	4149	h1n1	0.3585684469790536	256
LOC_0001H55.1	h2n2	4150	h1n1	0.3473871416345742	249
LOC_000210V.1	h2n2	4323	h1n1	0.3576569962246766	254
LOC_00021KQ.1	h2n2	4325	h1n1	0.3562488978143433	253
LOC_00024U3.1	h2n2	4349	h1n1	0.3612238026187876	255
LOC_000251P.1	h2n2	4356	h1n1	0.3603356834349593	261
LOC_0002589.1	h2n2	4361	h1n1	0.3630968764114724	263
LOC_00025A5.1	h2n2	4362	h1n1	0.3626247088218606	263
LOC_00025B3.1	h2n2	4363	h1n1	0.3603356834349593	261
LOC_00025C1.1	h2n2	4364	h1n1	0.3603356834349593	261
LOC_00025DZ.1	h2n2	4365	h1n1	0.3617162799232158	262
LOC_00025EX.1	h2n2	4366	h1n1	0.3617162799232158	262
LOC_00025FV.1	h2n2	4367	h1n1	0.3589550869467027	260
LOC_00026S5.1	h2n2	4376	h1n1	0.4396357987970123	323
LOC_00026T3.1	h2n2	4377	h3n2	0.4723502843368983	348
LOC_000280N.1	h2n2	4379	h1n1	0.4224461869865247	303
LOC_0002GTT.1	h2n2	4430	h1n1	0.3548132974819331	257
LOC_0002GUR.1	h2n2	4431	h1n1	0.3589550869467027	260
LOC_0002KRU.1	h2n2	4450	h3n2	0.5442191544434858	377
LOC_0002L6Y.1	h2n2	4461	h1n1	0.3557307029507227	258
LOC_0002NFC.1	h2n2	4486	h1n1	0.3727446918972152	267
LOC_0002QVF.1	h2n2	4503	h1n1	0.3777915217383644	274
LOC_0002RCF.1	h2n2	4504	h1n1	0.3782834377822945	274
LOC_0002TLW.1	h2n2	4506	h1n1	0.3782834377822945	274
LOC_0002TRL.1	h2n2	4511	h1n1	0.3750339193899091	272
LOC_0002TVC.1	h2n2	4514	h1n1	0.3727610518292683	270
LOC_000322N.1	h2n2	4564	h1n1	0.4125297759158463	299
LOC_000323L.1	h2n2	4565	h3n2	0.4682624239410943	341
LOC_000324J.1	h2n2	4566	h3n2	0.4638414217361585	338
LOC_000325G.1	h2n2	4567	h3n2	0.4540422570850202	330
LOC_000326E.1	h2n2	4568	h3n2	0.4551218394316706	331
LOC_00035ME.1	h2n2	4597	h1n1	0.3557307029507227	258
LOC_000364E.1	h2n2	4608	h1n1	0.3782834377822945	274
LOC_000365C.1	h2n2	4609	h1n1	0.3699998588527551	268
LOC_000366A.1	h2n2	4610	h1n1	0.3653823111703159	265
LOC_0003678.1	h2n2	4611	h1n1	0.3755222448057814	272
LOC_0003686.1	h2n2	4612	h1n1	0.3741416483175248	271
LOC_0003694.1	h2n2	4613	h1n1	0.3506715080171634	254
LOC_00037ET.1	h2n2	4626	h3n2	0.466586045533414	340
LOC_00037WU.1	h2n2	4640	h1n1	0.4756864051085244	345
LOC_0003ABW.1	h2n2	4678	h1n1	0.3960484395145393	285
LOC_0003ACU.1	h2n2	4679	h1n1	0.3786778939217963	275
LOC_0003AVT.1	h2n2	4681	h1n1	0.4282502727624678	311
LOC_0003AWR.1	h2n2	4682	h1n1	0.4392663569492838	319
LOC_0003AXP.1	h2n2	4683	h1n1	0.414480167528948	301
LOC_0003TY4.1	h2n2	4704	h1n1	0.517755956780347	376
LOC_0003U7L.1	h2n2	4707	h1n1	0.3550381707580865	258
LOC_0004668.1	h2n2	4834	h1n1	0.3574196657693186	254
LOC_0004692.1	h2n2	4837	h1n1	0.3447002935569018	250
LOC_00046BY.1	h2n2	4839	h1n1	0.3536647644874347	254
LOC_00046CW.1	h2n2	4840	h1n1	0.3564495264125326	256
LOC_0005J9N.1	h1n1	5362	h1n1pdm	0.2442605438589374	181
LOC_0005WU5.1	h1n1	5370	h1n1pdm	0.2570281124497992	192
LOC_0005WV3.1	h1n1	5371	h1n1pdm	0.2328953950806706	167
LOC_0005WXZ.1	h1n1	5372	h1n1pdm	0.2342704149933065	175
LOC_0005WYX.1	h1n1	5373	h1n1pdm	0.2483208117130275	185
LOC_0006FWE.1	h2n2	5376	h1n1	0.3654734944143028	258
LOC_0006KBF.1	h2n2	5381	h1n1	0.3765934284506672	271
LOC_000722E.1	h2n2	5412	h1n1	0.3413919075730503	241
LOC_0007547.1	h2n2	5417	h1n1	0.3668900583461412	259
LOC_0007RRC.1	h1n1	5430	h1n1pdm	0.2396251673360107	179
LOC_0007RSA.1	h1n1	5431	h1n1pdm	0.2463186077643909	184
LOC_0007SPF.1	h1n1	5432	h1n1pdm	0.2382864792503346	178
LOC_0007V89.1	h2n2	5451	h1n1	0.417143595778063	299
LOC_00080R1.1	h2n2	5472	h1n1	0.362640366550626	256
LOC_00080SZ.1	h2n2	5473	h1n1	0.3541409829595958	250
LOC_00080UV.1	h2n2	5474	h1n1	0.3654734944143028	258
LOC_00080VT.1	h2n2	5475	h1n1	0.3569741108232726	252
LOC_00080WR.1	h2n2	5476	h1n1	0.3612238026187876	255
LOC_0009ESH.1	h2n2	5524	h3n2	0.4980254861618106	345
LOC_0009ETF.1	h2n2	5525	h1n1	0.3318547045119574	223
LOC_0009EUD.1	h2n2	5526	h1n1	0.3467360813959017	233
LOC_0009EVB.1	h2n2	5527	h1n1	0.3467360813959017	233
LOC_0009EW9.1	h2n2	5528	h1n1	0.3318547045119574	223
LOC_000AUTZ.1	h2n2	5677	h1n1	0.3459920125517044	248
LOC_000AUUX.1	h2n2	5678	h1n1	0.3432017543859649	246
LOC_000BG9C.1	h2n2	5693	h1n1	0.3583906747551109	253
LOC_000CV47.1	h2n2	6114	h3n2	0.4157656584901166	301
LOC_000FNVR.1	h2n2	6737	h1n1	0.410349135958892	298
LOC_000FNWP.1	h2n2	6738	h1n1	0.410349135958892	298
LOC_000FNXM.1	h2n2	6739	h1n1	0.410349135958892	298
LOC_000FNYK.1	h2n2	6740	h1n1	0.410349135958892	298
LOC_000LU7K.1	h1n1pdm	8639	h3n2	0.4432833277891815	314
LOC_000SA05.1	h2n2	1761	h1n1	0.4376051872134555	318
