seqName	alignmentAssignedSegment	diamondAssignedSegment	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
LOC_0000TCH.1	h2n2	h1n1	98.4	191	3	0	21	593	1	191	4.78e-131	382.0
LOC_0000TED.1	h3n2	h2n2	99.5	191	1	0	24	596	1	191	9.84e-134	389.0
LOC_0000TFB.1	h3n2	h2n2	99.5	191	1	0	13	585	1	191	5.73e-134	389.0
LOC_0000TG9.1	h2n2	h1n1	98.4	191	3	0	21	593	1	191	4.78e-131	382.0
LOC_0000UPT.1	h3n2	h2n2	99.5	191	1	0	13	585	1	191	5.26e-134	389.0
LOC_0000UQR.1	h3n2	h2n2	99.5	191	1	0	13	585	1	191	5.26e-134	389.0
LOC_0000URP.1	h3n2	h2n2	100.0	191	0	0	13	585	1	191	1.8699999999999998e-134	390.0
LOC_0000USM.1	h3n2	h2n2	99.5	191	1	0	13	585	1	191	5.26e-134	389.0
LOC_0000UTK.1	h3n2	h2n2	99.5	191	1	0	13	585	1	191	5.26e-134	389.0
LOC_0000UVF.1	h3n2	h2n2	99.5	191	1	0	13	585	1	191	5.26e-134	389.0
LOC_0000V21.1	h3n2	h2n2	100.0	191	0	0	13	585	1	191	1.8699999999999998e-134	390.0
LOC_0000V3Z.1	h3n2	h2n2	100.0	191	0	0	10	582	1	191	1.81e-134	390.0
LOC_0000V4X.1	h3n2	h2n2	99.5	191	1	0	3	575	1	191	1.33e-133	388.0
LOC_0000VCF.1	h3n2	h2n2	99.5	191	1	0	13	585	1	191	3.97e-134	389.0
LOC_0000VEB.1	h3n2	h2n2	99.5	191	1	0	13	585	1	191	5.26e-134	389.0
LOC_0000VF9.1	h3n2	h2n2	99.5	191	1	0	8	580	1	191	1.4000000000000001e-133	388.0
LOC_0000VH4.1	h3n2	h2n2	99.5	191	1	0	9	581	1	191	9.65e-134	388.0
LOC_0000VK0.1	h3n2	h2n2	99.5	191	1	0	3	575	1	191	6.64e-134	389.0
LOC_0000VMW.1	h3n2	h2n2	99.5	191	1	0	13	585	1	191	5.26e-134	389.0
LOC_0000VNU.1	h3n2	h2n2	99.5	191	1	0	3	575	1	191	6.64e-134	389.0
LOC_0000VQQ.1	h2n2	h1n1	98.4	191	3	0	14	586	1	191	2.78e-131	382.0
LOC_0000VRN.1	h2n2	h1n1	99.0	191	2	0	14	586	1	191	4.43e-132	384.0
LOC_0000VTJ.1	h3n2	h2n2	99.5	191	1	0	13	585	1	191	5.26e-134	389.0
LOC_0000VUG.1	h3n2	h2n2	99.5	191	1	0	13	585	1	191	5.26e-134	389.0
LOC_0000VVE.1	h3n2	h2n2	99.5	191	1	0	13	585	1	191	5.26e-134	389.0
LOC_0000VWC.1	h2n2	h1n1	98.4	191	3	0	14	586	1	191	2.78e-131	382.0
LOC_0000VXA.1	h2n2	h1n1	98.4	191	3	0	14	586	1	191	2.49e-131	382.0
LOC_0000VZ6.1	h3n2	h2n2	99.5	191	1	0	13	585	1	191	5.26e-134	389.0
LOC_0000W04.1	h2n2	h1n1	98.4	191	3	0	14	586	1	191	2.78e-131	382.0
LOC_0000W12.1	h2n2	h1n1	98.4	191	3	0	14	586	1	191	2.78e-131	382.0
LOC_0000W20.1	h2n2	h1n1	98.4	191	3	0	14	586	1	191	2.78e-131	382.0
LOC_0000W3Y.1	h2n2	h1n1	98.4	191	3	0	14	586	1	191	2.78e-131	382.0
LOC_0000W4W.1	h2n2	h1n1	98.4	191	3	0	14	586	1	191	2.78e-131	382.0
LOC_0000W5U.1	h3n2	h2n2	99.5	191	1	0	13	585	1	191	5.26e-134	389.0
LOC_0000W6S.1	h3n2	h2n2	99.5	191	1	0	13	585	1	191	5.26e-134	389.0
LOC_0000W7Q.1	h3n2	h2n2	99.5	191	1	0	13	585	1	191	4.97e-134	389.0
LOC_0000W8N.1	h2n2	h1n1	97.9	191	4	0	14	586	1	191	7.84e-131	381.0
LOC_0000W9L.1	h2n2	h1n1	98.4	191	3	0	14	586	1	191	2.78e-131	382.0
LOC_0000WAJ.1	h2n2	h1n1	99.0	191	2	0	11	583	1	191	4.3100000000000004e-132	384.0
LOC_0000WBG.1	h2n2	h1n1	98.4	191	3	0	14	586	1	191	2.78e-131	382.0
LOC_0000WCE.1	h2n2	h1n1	98.4	191	3	0	8	580	1	191	4.7e-131	381.0
LOC_0000WDC.1	h2n2	h1n1	98.4	191	3	0	8	580	1	191	4.7e-131	381.0
LOC_0000WEA.1	h2n2	h1n1	98.4	191	3	0	2	574	1	191	3.52e-131	382.0
LOC_0000WF8.1	h3n2	h2n2	99.5	191	1	0	13	585	1	191	5.26e-134	389.0
LOC_0000WG6.1	h3n2	h2n2	99.5	191	1	0	24	596	1	191	8.089999999999999e-134	389.0
LOC_0000WKZ.1	h3n2	h2n2	99.5	191	1	0	1	573	1	191	6.64e-134	389.0
LOC_0000WLX.1	h3n2	h2n2	99.5	191	1	0	13	585	1	191	5.26e-134	389.0
LOC_0000WNT.1	h3n2	h2n2	99.0	191	2	0	3	575	1	191	3.74e-133	387.0
LOC_0000WRM.1	h3n2	h2n2	99.5	191	1	0	13	585	1	191	5.26e-134	389.0
LOC_0000WTH.1	h3n2	h2n2	99.0	191	2	0	9	581	1	191	5.58e-133	386.0
LOC_0000WUF.1	h3n2	h2n2	99.0	191	2	0	11	583	1	191	4.0600000000000004e-133	387.0
LOC_0000WWB.1	h2n2	h1n1	98.4	191	3	0	1	573	1	191	3.15e-131	382.0
LOC_0000WX9.1	h3n2	h2n2	99.5	191	1	0	13	585	1	191	3.7199999999999996e-134	389.0
LOC_0000X11.1	h3n2	h2n2	100.0	191	0	0	9	581	1	191	3.42e-134	389.0
LOC_0000X2Z.1	h3n2	h2n2	100.0	191	0	0	9	581	1	191	3.52e-134	389.0
LOC_0000X3X.1	h3n2	h2n2	100.0	191	0	0	1	573	1	191	2.36e-134	390.0
LOC_0000X4V.1	h3n2	h2n2	100.0	191	0	0	3	575	1	191	2.36e-134	390.0
LOC_0000X5T.1	h3n2	h2n2	100.0	191	0	0	1	573	1	191	2.36e-134	390.0
LOC_0000X6R.1	h3n2	h2n2	99.5	191	1	0	3	575	1	191	6.27e-134	389.0
LOC_0000X7P.1	h3n2	h2n2	100.0	191	0	0	3	575	1	191	2.36e-134	390.0
LOC_0000X8M.1	h3n2	h2n2	100.0	191	0	0	3	575	1	191	2.36e-134	390.0
LOC_0000XUE.1	h3n2	h2n2	99.5	191	1	0	3	575	1	191	5.289999999999999e-134	389.0
LOC_0000XVC.1	h2n2	h1n1	99.0	191	2	0	8	580	1	191	4.19e-132	384.0
LOC_0000XWA.1	h3n2	h2n2	99.5	191	1	0	3	575	1	191	6.64e-134	389.0
LOC_0000XX8.1	h3n2	h2n2	99.5	191	1	0	13	585	1	191	4.97e-134	389.0
LOC_0000Y02.1	h3n2	h2n2	99.0	191	2	0	3	575	1	191	3.74e-133	387.0
LOC_0000Y10.1	h3n2	h2n2	100.0	191	0	0	3	575	1	191	2.36e-134	390.0
LOC_0000YH1.1	h2n2	h1n1	98.4	191	3	0	1	573	1	191	3.52e-131	382.0
LOC_0000YLV.1	h2n2	h1n1	98.4	191	3	0	8	580	1	191	5.11e-131	381.0
LOC_0000YVB.1	h2n2	h1n1	97.9	191	4	0	8	580	1	191	1.32e-130	380.0
LOC_0000YX7.1	h3n2	h2n2	99.5	191	1	0	10	582	1	191	5.12e-134	389.0
LOC_0000YY5.1	h2n2	h1n1	98.4	191	3	0	8	580	1	191	4.57e-131	381.0
LOC_0000YZ3.1	h2n2	h1n1	98.4	191	3	0	9	581	1	191	4.829999999999999e-131	381.0
LOC_0000Z01.1	h3n2	h2n2	99.0	191	2	0	4	576	1	191	5.13e-133	386.0
LOC_0000Z4T.1	h2n2	h1n1	98.4	191	3	0	8	580	1	191	4.08e-131	381.0
LOC_0000Z5R.1	h3n2	h2n2	99.0	191	2	0	3	575	1	191	3.43e-133	387.0
LOC_0000ZBD.1	h3n2	h2n2	100.0	191	0	0	11	583	1	191	1.81e-134	390.0
LOC_0000ZCB.1	h2n2	h1n1	98.4	191	3	0	11	583	1	191	2.42e-131	382.0
LOC_0000ZQL.1	h3n2	h2n2	100.0	191	0	0	3	575	1	191	1.88e-134	390.0
LOC_0000ZUC.1	h2n2	h1n1	98.4	191	3	0	7	579	1	191	4.7e-131	381.0
LOC_0000ZW8.1	h3n2	h2n2	100.0	191	0	0	3	575	1	191	2.2299999999999996e-134	390.0
LOC_000102U.1	h2n2	h1n1	99.0	191	2	0	8	580	1	191	4.5600000000000004e-132	384.0
LOC_000106L.1	h2n2	h1n1	98.4	191	3	0	1	573	1	191	3.15e-131	382.0
LOC_000107J.1	h2n2	h1n1	99.0	191	2	0	8	580	1	191	4.69e-132	384.0
LOC_000109E.1	h2n2	h1n1	98.4	191	3	0	8	580	1	191	4.7e-131	381.0
LOC_00010AC.1	h2n2	h1n1	97.9	191	4	0	9	581	1	191	2.36e-130	379.0
LOC_00010BA.1	h2n2	h1n1	98.4	191	3	0	2	574	1	191	3.52e-131	382.0
LOC_00010QH.1	h2n2	h1n1	98.4	191	3	0	1	573	1	191	3.15e-131	382.0
LOC_00010RF.1	h2n2	h1n1	99.0	191	2	0	9	581	1	191	4.19e-132	384.0
LOC_00010SD.1	h3n2	h2n2	100.0	191	0	0	2	574	1	191	1.88e-134	390.0
LOC_00010TB.1	h2n2	h1n1	99.0	191	2	0	8	580	1	191	4.69e-132	384.0
LOC_00011C7.1	h2n2	h1n1	98.4	191	3	0	8	580	1	191	4.97e-131	381.0
LOC_000121U.1	h2n2	h1n1	98.4	191	3	0	10	582	1	191	2.63e-131	382.0
LOC_000122S.1	h2n2	h1n1	98.4	191	3	0	8	580	1	191	4.7e-131	381.0
LOC_000123Q.1	h2n2	h1n1	98.4	191	3	0	8	580	1	191	5.25e-131	381.0
LOC_000124N.1	h2n2	h1n1	98.4	191	3	0	8	580	1	191	4.7e-131	381.0
LOC_00012GY.1	h2n2	h1n1	98.4	191	3	0	8	580	1	191	5.25e-131	381.0
LOC_00012JT.1	h2n2	h1n1	98.4	191	3	0	1	573	1	191	3.52e-131	382.0
LOC_00012PH.1	h2n2	h1n1	98.4	191	3	0	8	580	1	191	4.7e-131	381.0
LOC_00012QF.1	h2n2	h1n1	98.4	191	3	0	1	573	1	191	3.15e-131	382.0
LOC_00012RD.1	h2n2	h1n1	98.4	191	3	0	8	580	1	191	5.11e-131	381.0
LOC_00012SB.1	h2n2	h1n1	98.4	191	3	0	14	586	1	191	2.78e-131	382.0
LOC_00012V5.1	h2n2	h1n1	98.4	191	3	0	1	573	1	191	3.52e-131	382.0
LOC_00012W3.1	h2n2	h1n1	98.4	191	3	0	8	580	1	191	5.25e-131	381.0
LOC_00012X1.1	h2n2	h1n1	98.4	191	3	0	8	580	1	191	4.829999999999999e-131	381.0
LOC_000130V.1	h2n2	h1n1	98.4	191	3	0	8	580	1	191	5.25e-131	381.0
LOC_000131T.1	h2n2	h1n1	98.4	191	3	0	8	580	1	191	4.7e-131	381.0
LOC_000132R.1	h2n2	h1n1	98.4	191	3	0	8	580	1	191	5.25e-131	381.0
LOC_000133P.1	h2n2	h1n1	98.4	191	3	0	2	574	1	191	3.42e-131	382.0
LOC_000134M.1	h2n2	h1n1	98.4	191	3	0	8	580	1	191	5.25e-131	381.0
LOC_000135K.1	h2n2	h1n1	98.4	191	3	0	1	573	1	191	3.15e-131	382.0
LOC_000136H.1	h2n2	h1n1	98.4	191	3	0	1	573	1	191	3.15e-131	382.0
LOC_000137F.1	h2n2	h1n1	98.4	191	3	0	2	574	1	191	3.15e-131	382.0
LOC_000138D.1	h2n2	h1n1	97.9	191	4	0	8	580	1	191	5.88e-130	379.0
LOC_000139B.1	h2n2	h1n1	97.9	191	4	0	2	574	1	191	2.5000000000000002e-130	379.0
LOC_00013A9.1	h2n2	h1n1	98.4	191	3	0	1	573	1	191	3.15e-131	382.0
LOC_00013B7.1	h2n2	h1n1	98.4	191	3	0	1	573	1	191	3.15e-131	382.0
LOC_00013C5.1	h2n2	h1n1	98.4	191	3	0	1	573	1	191	3.15e-131	382.0
LOC_00013E1.1	h2n2	h1n1	98.4	191	3	0	8	580	1	191	5.25e-131	381.0
LOC_00013FZ.1	h2n2	h1n1	98.4	191	3	0	11	583	1	191	2.71e-131	382.0
LOC_0001B1K.1	h2n2	h1n1	98.4	191	3	0	2	574	1	191	3.52e-131	382.0
LOC_0001BLE.1	h2n2	h1n1	98.4	191	3	0	14	586	1	191	1.97e-131	382.0
LOC_0001C4C.1	h2n2	h1n1	98.4	191	3	0	11	583	1	191	2.29e-131	382.0
LOC_0001FBV.1	h2n2	h1n1	98.4	191	3	0	21	593	1	191	5.05e-131	382.0
LOC_0001FCT.1	h2n2	h1n1	98.4	191	3	0	34	606	1	191	5.48e-131	382.0
LOC_0001HJC.1	h1n1	h1n1pdm	98.5	66	1	0	3	200	640	705	1.86e-39	129.0
LOC_0001HKA.1	h1n1	h1n1pdm	99.2	121	1	0	1	363	586	706	2.25e-78	237.0
LOC_000216H.1	h2n2	h1n1	98.4	191	3	0	1	573	1	191	3.52e-131	382.0
LOC_00021RC.1	h2n2	h1n1	98.4	191	3	0	1	573	1	191	3.52e-131	382.0
LOC_00021SA.1	h2n2	h1n1	98.4	191	3	0	1	573	1	191	3.52e-131	382.0
LOC_000254H.1	h2n2	h1n1	98.4	191	3	0	11	583	1	191	1.97e-131	382.0
LOC_000256D.1	h2n2	h1n1	98.4	191	3	0	1	573	1	191	2.37e-131	382.0
LOC_00025A5.1	h2n2	h1n1	98.4	191	3	0	11	583	1	191	1.97e-131	382.0
LOC_00025B3.1	h2n2	h1n1	98.4	191	3	0	11	583	1	191	1.97e-131	382.0
LOC_00025C1.1	h2n2	h1n1	98.4	191	3	0	11	583	1	191	1.97e-131	382.0
LOC_00025DZ.1	h2n2	h1n1	98.4	191	3	0	11	583	1	191	1.97e-131	382.0
LOC_00025EX.1	h2n2	h1n1	98.4	191	3	0	11	583	1	191	1.97e-131	382.0
LOC_00025FV.1	h2n2	h1n1	98.4	191	3	0	11	583	1	191	1.97e-131	382.0
LOC_00025GT.1	h2n2	h1n1	98.4	191	3	0	11	583	1	191	1.97e-131	382.0
LOC_0002886.1	h2n2	h1n1	98.4	191	3	0	13	585	1	191	2.2e-131	382.0
LOC_0002894.1	h2n2	h1n1	98.4	191	3	0	1	573	1	191	2.37e-131	382.0
LOC_00028A2.1	h2n2	h1n1	98.4	191	3	0	8	580	1	191	3.72e-131	382.0
LOC_00028B0.1	h2n2	h1n1	98.4	191	3	0	1	573	1	191	2.37e-131	382.0
LOC_00028CY.1	h2n2	h1n1	98.4	191	3	0	13	585	1	191	2.2e-131	382.0
LOC_0002FTU.1	h3n2	h2n2	99.0	191	2	0	1	573	1	191	2.66e-133	387.0
LOC_0002FYJ.1	h3n2	h2n2	99.0	191	2	0	1	573	1	191	2.66e-133	387.0
LOC_0002FZG.1	h3n2	h2n2	99.0	191	2	0	1	573	1	191	2.66e-133	387.0
LOC_0002GDN.1	h2n2	h1n1	98.4	191	3	0	11	583	1	191	1.97e-131	382.0
LOC_0002GEL.1	h2n2	h1n1	98.4	191	3	0	11	583	1	191	1.97e-131	382.0
LOC_0002JL5.1	h3n2	h2n2	99.0	191	2	0	11	583	1	191	3.84e-133	387.0
LOC_0002JM3.1	h3n2	h2n2	100.0	191	0	0	11	583	1	191	1.71e-134	390.0
LOC_0002JN1.1	h3n2	h2n2	99.0	191	2	0	11	583	1	191	3.84e-133	387.0
LOC_0002JQX.1	h3n2	h2n2	99.5	191	1	0	11	583	1	191	6.829999999999999e-134	389.0
LOC_0002JRV.1	h3n2	h2n2	99.5	191	1	0	11	583	1	191	6.829999999999999e-134	389.0
LOC_0002JST.1	h3n2	h2n2	99.0	191	2	0	11	583	1	191	3.84e-133	387.0
LOC_0002R13.1	h3n2	h2n2	99.0	191	2	0	25	597	1	191	5.68e-133	387.0
LOC_0002R21.1	h3n2	h2n2	99.5	191	1	0	25	597	1	191	1.24e-133	388.0
LOC_0002TSJ.1	h2n2	h1n1	98.4	191	3	0	11	583	1	191	2.78e-131	382.0
LOC_0002TX8.1	h2n2	h1n1	97.9	191	4	0	11	583	1	191	2.21e-130	380.0
LOC_0002U2Y.1	h2n2	h1n1	98.4	191	3	0	11	583	1	191	2.78e-131	382.0
LOC_0002U3W.1	h2n2	h1n1	98.4	191	3	0	11	583	1	191	2.78e-131	382.0
LOC_0002U4U.1	h2n2	h1n1	98.4	191	3	0	11	583	1	191	2.78e-131	382.0
LOC_0002U5S.1	h2n2	h1n1	98.4	191	3	0	11	583	1	191	1.97e-131	382.0
LOC_0002U6Q.1	h3n2	h2n2	99.5	191	1	0	11	583	1	191	4.83e-134	389.0
LOC_0002VW8.1	h3n2	h2n2	99.0	191	2	0	1	573	1	191	2.66e-133	387.0
LOC_00031S8.1	h3n2	h2n2	99.5	191	1	0	11	583	1	191	4.83e-134	389.0
LOC_00031T6.1	h3n2	h2n2	99.5	191	1	0	11	583	1	191	4.83e-134	389.0
LOC_00031U4.1	h3n2	h2n2	99.5	191	1	0	11	583	1	191	4.83e-134	389.0
LOC_00031XY.1	h3n2	h2n2	99.5	191	1	0	11	583	1	191	4.44e-134	389.0
LOC_00031YW.1	h3n2	h2n2	99.5	191	1	0	11	583	1	191	4.83e-134	389.0
LOC_00031ZU.1	h3n2	h2n2	99.5	191	1	0	11	583	1	191	3.42e-134	389.0
LOC_000320S.1	h3n2	h2n2	99.0	191	2	0	11	583	1	191	3.84e-133	387.0
LOC_000326E.1	h3n2	h2n2	99.0	191	2	0	11	583	1	191	5.43e-133	386.0
LOC_000327C.1	h3n2	h2n2	99.5	191	1	0	11	583	1	191	4.83e-134	389.0
LOC_000328A.1	h3n2	h2n2	99.5	191	1	0	11	583	1	191	4.83e-134	389.0
LOC_0003298.1	h3n2	h2n2	99.5	191	1	0	11	583	1	191	4.83e-134	389.0
LOC_00032A6.1	h3n2	h2n2	99.5	191	1	0	11	583	1	191	4.83e-134	389.0
LOC_00032B4.1	h3n2	h2n2	99.5	191	1	0	11	583	1	191	4.83e-134	389.0
LOC_00032C2.1	h3n2	h2n2	99.5	191	1	0	11	583	1	191	4.83e-134	389.0
LOC_00032D0.1	h3n2	h2n2	99.5	191	1	0	11	583	1	191	4.83e-134	389.0
LOC_00032EY.1	h3n2	h2n2	99.5	191	1	0	11	583	1	191	4.83e-134	389.0
LOC_00032FW.1	h3n2	h2n2	99.5	191	1	0	11	583	1	191	4.83e-134	389.0
LOC_00032HR.1	h3n2	h2n2	99.5	191	1	0	11	583	1	191	4.83e-134	389.0
LOC_00032JP.1	h3n2	h2n2	99.5	191	1	0	11	583	1	191	4.83e-134	389.0
LOC_00032KM.1	h3n2	h2n2	99.5	191	1	0	11	583	1	191	4.83e-134	389.0
LOC_00032QB.1	h3n2	h2n2	99.5	191	1	0	13	585	1	191	5.73e-134	389.0
LOC_000355D.1	h2n2	h1n1	100.0	53	0	0	3	161	139	191	4.77e-29	107.0
LOC_0003595.1	h2n2	h1n1pdm	97.8	45	1	0	2	136	147	191	3.55e-22	87.8
LOC_00035A3.1	h3n2	h2n2	99.5	191	1	0	11	583	1	191	5.57e-134	389.0
LOC_00035FT.1	h3n2	h2n2	99.5	191	1	0	11	583	1	191	5.57e-134	389.0
LOC_00035JL.1	h2n2	h1n1	98.4	191	3	0	11	583	1	191	2.42e-131	382.0
LOC_00035U0.1	h3n2	h2n2	99.5	191	1	0	11	583	1	191	4.83e-134	389.0
LOC_00035VY.1	h3n2	h2n2	99.5	191	1	0	11	583	1	191	4.83e-134	389.0
LOC_00035XU.1	h3n2	h2n2	100.0	191	0	0	11	583	1	191	1.71e-134	390.0
LOC_00035ZQ.1	h3n2	h2n2	99.5	191	1	0	11	583	1	191	6.829999999999999e-134	389.0
LOC_000362J.1	h2n2	h1n1	98.4	191	3	0	11	583	1	191	2.78e-131	382.0
LOC_000363G.1	h2n2	h1n1	98.4	191	3	0	11	583	1	191	2.78e-131	382.0
LOC_000364E.1	h2n2	h1n1	98.4	191	3	0	11	583	1	191	2.78e-131	382.0
LOC_000365C.1	h2n2	h1n1	98.4	191	3	0	11	583	1	191	1.97e-131	382.0
LOC_000366A.1	h2n2	h1n1	98.4	191	3	0	11	583	1	191	2.78e-131	382.0
LOC_0003678.1	h2n2	h1n1	98.4	191	3	0	11	583	1	191	1.97e-131	382.0
LOC_0003686.1	h2n2	h1n1	98.4	191	3	0	11	583	1	191	1.97e-131	382.0
LOC_0003694.1	h2n2	h1n1	98.4	191	3	0	11	583	1	191	1.81e-131	382.0
LOC_00037CX.1	h3n2	h2n2	99.5	191	1	0	13	585	1	191	5.41e-134	389.0
LOC_00037FR.1	h3n2	h2n2	99.5	191	1	0	1	573	1	191	6.1e-134	389.0
LOC_00037T0.1	h2n2	h1n1	99.0	191	2	0	1	573	1	191	2.8000000000000003e-132	384.0
LOC_0003ABW.1	h2n2	h1n1	98.4	191	3	0	13	585	1	191	2.86e-131	382.0
LOC_0003ACU.1	h2n2	h1n1	97.9	191	4	0	13	585	1	191	3.9299999999999997e-131	382.0
LOC_0003AXP.1	h2n2	h1n1	98.4	191	3	0	13	585	1	191	2.03e-131	382.0
LOC_0003TBD.1	h2n2	h1n1	99.0	191	2	0	13	585	1	191	5.1000000000000007e-132	384.0
LOC_0003TLU.1	h2n2	h1n1	98.4	191	3	0	13	585	1	191	1.33e-131	382.0
LOC_0003Z4M.1	h2n2	h1n1	98.4	191	3	0	1	573	1	191	2.37e-131	382.0
LOC_0003ZA9.1	h2n2	h1n1	98.4	191	3	0	1	573	1	191	2.37e-131	382.0
LOC_0003ZD3.1	h2n2	h1n1	98.4	191	3	0	13	585	1	191	2.03e-131	382.0
LOC_00043T2.1	h3n2	h2n2	99.5	191	1	0	11	583	1	191	4.83e-134	389.0
LOC_0004569.1	h3n2	h2n2	99.5	191	1	0	13	585	1	191	1.8699999999999998e-134	390.0
LOC_0004585.1	h2n2	h1n1	98.4	191	3	0	13	585	1	191	2.86e-131	382.0
LOC_00045A1.1	h2n2	h1n1	98.4	191	3	0	1	573	1	191	2.37e-131	382.0
LOC_00045DV.1	h2n2	h1n1	98.4	191	3	0	1	573	1	191	3.52e-131	382.0
LOC_00045ET.1	h2n2	h1n1	98.4	191	3	0	1	573	1	191	3.52e-131	382.0
LOC_00045FR.1	h2n2	h1n1	98.4	191	3	0	13	585	1	191	1.97e-131	382.0
LOC_00045GP.1	h2n2	h1n1	98.4	191	3	0	13	585	1	191	1.33e-131	382.0
LOC_00046DU.1	h1n1	h1n1pdm	91.0	145	13	0	8	442	1	145	2e-91	278.0
LOC_0004P5T.1	h3n2	h2n2	99.5	191	1	0	13	585	1	191	4.05e-134	389.0
LOC_0004R8K.1	h3n2	h2n2	99.0	191	2	0	13	585	1	191	3.22e-133	387.0
LOC_0004RZ2.1	h3n2	h2n2	99.5	191	1	0	13	585	1	191	4.05e-134	389.0
LOC_0004S4S.1	h3n2	h2n2	99.5	191	1	0	13	585	1	191	4.05e-134	389.0
LOC_0004SF4.1	h3n2	h2n2	99.5	191	1	0	13	585	1	191	4.05e-134	389.0
LOC_0004THY.1	h3n2	h2n2	99.5	191	1	0	13	585	1	191	5.73e-134	389.0
LOC_0004TNN.1	h3n2	h2n2	99.5	191	1	0	13	585	1	191	4.05e-134	389.0
LOC_0004U0Y.1	h3n2	h2n2	99.5	191	1	0	13	585	1	191	4.05e-134	389.0
LOC_0004W2S.1	h3n2	h2n2	99.5	191	1	0	13	585	1	191	4.05e-134	389.0
LOC_0004W7G.1	h3n2	h2n2	99.5	191	1	0	13	585	1	191	4.05e-134	389.0
LOC_0005XU4.1	h3n2	h2n2	98.8	167	2	0	1	501	25	191	2.32e-120	338.0
LOC_0005XV2.1	h3n2	h2n2	98.8	166	2	0	1	498	26	191	2.5899999999999997e-119	335.0
LOC_0005XXY.1	h3n2	h2n2	100.0	163	0	0	1	489	29	191	1.8900000000000001e-118	333.0
LOC_0006LY5.1	h2n2	h1n1	97.9	191	4	0	1	573	1	191	8.06e-131	381.0
LOC_0006QNM.1	h2n2	h1n1	98.4	191	3	0	1	573	1	191	2.73e-131	382.0
LOC_000788W.1	h2n2	h1n1	98.4	191	3	0	1	573	1	191	2.37e-131	382.0
LOC_0007B7V.1	h2n2	h1n1	98.4	191	3	0	1	573	1	191	2.37e-131	382.0
LOC_0007FH4.1	h2n2	h1n1	98.4	191	3	0	26	598	1	191	1.01e-130	381.0
LOC_0008743.1	h2n2	h1n1	98.4	191	3	0	1	573	1	191	2.37e-131	382.0
LOC_0008751.1	h2n2	h1n1	98.4	191	3	0	1	573	1	191	2.37e-131	382.0
LOC_000876Z.1	h2n2	h1n1	98.4	191	3	0	1	573	1	191	2.37e-131	382.0
LOC_000877X.1	h2n2	h1n1	98.4	191	3	0	1	573	1	191	2.37e-131	382.0
LOC_000878V.1	h2n2	h1n1	98.4	191	3	0	1	573	1	191	2.37e-131	382.0
