seqName	alignmentAssignedSegment	diamondAssignedSegment	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
LOC_0000YLV.1	h1n1	h2n2	94.7	113	6	0	503	841	9	121	5.67e-72	210.0
LOC_0000YVB.1	h2n2	h3n2	94.7	113	6	0	500	838	9	121	4.02e-71	208.0
LOC_0000ZPN.1	h1n1	h2n2	92.9	113	8	0	508	846	9	121	1.5299999999999999e-68	202.0
LOC_00010G0.1	h2n2	h3n2	99.1	113	1	0	502	840	9	121	1.22e-75	219.0
LOC_00010HX.1	h2n2	h3n2	98.2	113	2	0	502	840	9	121	9.91e-75	217.0
LOC_000121U.1	h2n2	h3n2	93.8	113	7	0	499	837	9	121	7.770000000000001e-72	210.0
LOC_000123Q.1	h2n2	h3n2	93.8	113	7	0	500	838	9	121	2.83e-71	208.0
LOC_00012PH.1	h2n2	h3n2	92.9	113	8	0	497	835	9	121	1.46e-71	209.0
LOC_00012QF.1	h2n2	h3n2	93.8	113	7	0	497	835	9	121	7.26e-72	210.0
LOC_00012SB.1	h1n1	h2n2	94.7	113	6	0	506	844	9	121	5.860000000000001e-72	210.0
LOC_000135K.1	h2n2	h3n2	93.8	113	7	0	500	838	9	121	2.83e-71	208.0
LOC_000136H.1	h2n2	h3n2	93.8	113	7	0	500	838	9	121	2.83e-71	208.0
LOC_00013B7.1	h2n2	h3n2	93.8	113	7	0	500	838	9	121	7.510000000000001e-72	210.0
LOC_0001FBV.1	h1n1	h2n2	93.8	113	7	0	510	848	9	121	4.7000000000000004e-70	206.0
LOC_0001FCT.1	h1n1	h2n2	93.8	113	7	0	513	851	9	121	1.35e-71	209.0
LOC_0001GL9.1	h1n1	h2n2	97.3	113	3	0	497	835	9	121	1.14e-73	214.0
LOC_000254H.1	h1n1	h2n2	93.8	113	7	0	508	846	9	121	1.78e-71	209.0
LOC_00025A5.1	h1n1	h2n2	93.8	113	7	0	508	846	9	121	1.22e-71	209.0
LOC_00025B3.1	h1n1	h2n2	93.8	113	7	0	508	846	9	121	1.22e-71	209.0
LOC_00025C1.1	h1n1	h2n2	93.8	113	7	0	510	848	9	121	1.22e-71	209.0
LOC_00025DZ.1	h1n1	h2n2	92.9	113	8	0	508	846	9	121	1.02e-70	207.0
LOC_00025EX.1	h1n1	h2n2	93.8	113	7	0	508	846	9	121	1.26e-71	209.0
LOC_00025FV.1	h1n1	h2n2	93.8	113	7	0	508	846	9	121	1.22e-71	209.0
LOC_00025GT.1	h1n1	h2n2	93.8	113	7	0	508	846	9	121	1.22e-71	209.0
LOC_00026Q9.1	h1n1	h2n2	98.2	113	2	0	518	856	9	121	6.92e-75	218.0
LOC_0002886.1	h1n1	h2n2	93.8	113	7	0	523	861	9	121	1.54e-71	209.0
LOC_0002894.1	h1n1	h2n2	93.8	113	7	0	523	861	9	121	1.54e-71	209.0
LOC_00028A2.1	h1n1	h2n2	93.8	113	7	0	511	849	9	121	1.49e-71	209.0
LOC_00028B0.1	h1n1	h2n2	93.8	113	7	0	523	861	9	121	1.54e-71	209.0
LOC_00028CY.1	h1n1	h2n2	93.8	113	7	0	523	861	9	121	1.54e-71	209.0
LOC_0002GDN.1	h1n1	h2n2	94.7	113	6	0	508	846	9	121	6.06e-72	210.0
LOC_0002GEL.1	h1n1	h2n2	94.7	113	6	0	508	846	9	121	6.270000000000001e-72	210.0
LOC_0002NL1.1	h1n1	h2n2	94.7	113	6	0	503	841	9	121	5.67e-72	210.0
LOC_0002PL0.1	h1n1	h2n2	92.9	113	8	0	487	825	9	121	1.46e-68	201.0
LOC_0002PMY.1	h1n1	h2n2	91.2	113	10	0	487	825	9	121	1.6799999999999997e-67	199.0
LOC_0002PNW.1	h1n1	h2n2	92.0	113	9	0	487	825	9	121	4.1599999999999995e-68	200.0
LOC_0002TSJ.1	h1n1	h2n2	94.7	113	6	0	508	846	9	121	6.06e-72	210.0
LOC_0002TX8.1	h1n1	h2n2	94.7	113	6	0	508	846	9	121	6.270000000000001e-72	210.0
LOC_0002U2Y.1	h1n1	h2n2	94.7	113	6	0	508	846	9	121	6.06e-72	210.0
LOC_0002U3W.1	h1n1	h2n2	94.7	113	6	0	508	846	9	121	6.06e-72	210.0
LOC_0002U4U.1	h1n1	h2n2	94.7	113	6	0	508	846	9	121	6.06e-72	210.0
LOC_0002U5S.1	h1n1	h2n2	93.8	113	7	0	508	846	9	121	1.22e-71	209.0
LOC_00035LG.1	h1n1	h2n2	93.8	113	7	0	508	846	9	121	3.47e-71	208.0
LOC_000362J.1	h1n1	h2n2	95.6	113	5	0	508	846	9	121	3.02e-72	211.0
LOC_000363G.1	h1n1	h2n2	94.7	113	6	0	508	846	9	121	6.06e-72	210.0
LOC_000364E.1	h1n1	h2n2	95.6	113	5	0	508	846	9	121	3.1200000000000004e-72	211.0
LOC_000365C.1	h1n1	h2n2	94.7	113	6	0	508	846	9	121	6.270000000000001e-72	210.0
LOC_000366A.1	h1n1	h2n2	94.7	113	6	0	508	846	9	121	6.06e-72	210.0
LOC_0003678.1	h1n1	h2n2	94.7	113	6	0	508	846	9	121	6.06e-72	210.0
LOC_0003686.1	h1n1	h2n2	93.8	113	7	0	508	846	9	121	1.26e-71	209.0
LOC_0003694.1	h1n1	h2n2	93.8	113	7	0	508	846	9	121	1.26e-71	209.0
LOC_00037T0.1	h1n1	h2n2	99.1	113	1	0	511	849	9	121	4.26e-75	218.0
LOC_0003ACU.1	h1n1	h2n2	94.7	113	6	0	511	849	9	121	6.48e-72	210.0
LOC_0003T2X.1	h1n1	h2n2	98.2	113	2	0	511	849	9	121	2.8100000000000003e-73	214.0
LOC_0003TBD.1	h1n1	h2n2	99.1	113	1	0	511	849	9	121	4.26e-75	218.0
LOC_0003Z9B.1	h1n1	h2n2	93.8	113	7	0	512	850	9	121	1.3e-71	209.0
LOC_0003ZC5.1	h1n1	h2n2	93.8	113	7	0	511	849	9	121	1.3e-71	209.0
LOC_0003ZRC.1	h1n1	h2n2	93.8	113	7	0	511	849	9	121	1.3e-71	209.0
LOC_000400S.1	h1n1	h2n2	93.8	113	7	0	511	849	9	121	1.3e-71	209.0
LOC_0004585.1	h1n1	h2n2	92.9	113	8	0	511	849	9	121	5.25e-71	208.0
LOC_00045A1.1	h1n1	h2n2	92.9	113	8	0	510	848	9	121	2.45e-71	209.0
LOC_00045GP.1	h1n1	h2n2	93.8	113	7	0	511	849	9	121	1.3e-71	209.0
LOC_0004BRY.1	h1n1	h2n2	94.7	113	6	0	523	861	9	121	1.58e-69	204.0
LOC_0004BSW.1	h1n1	h2n2	94.7	113	6	0	523	861	9	121	1.58e-69	204.0
LOC_0004BTU.1	h1n1	h2n2	94.7	113	6	0	523	861	9	121	1.58e-69	204.0
LOC_0004BUS.1	h1n1	h2n2	94.7	113	6	0	523	861	9	121	1.58e-69	204.0
LOC_0005P5R.1	h1n1	h2n2	94.7	113	6	0	482	820	9	121	7.58e-70	204.0
LOC_0005PNQ.1	h1n1	h2n2	94.7	113	6	0	482	820	9	121	7.58e-70	204.0
LOC_0006276.1	h1n1	h2n2	93.8	113	7	0	461	799	9	121	6.62e-70	204.0
LOC_0006284.1	h1n1	h2n2	92.9	113	8	0	482	820	9	121	1.37e-68	201.0
LOC_0006292.1	h1n1	h2n2	92.9	113	8	0	492	830	9	121	1.46e-68	201.0
LOC_00062A0.1	h1n1	h2n2	92.9	113	8	0	482	820	9	121	9.32e-69	202.0
LOC_00062BY.1	h1n1	h2n2	91.7	108	9	0	479	802	9	116	3.42e-64	190.0
LOC_0006QNM.1	h1n1	h2n2	95.6	113	5	0	501	839	9	121	2.73e-72	211.0
LOC_0007DMY.1	h1n1	h2n2	93.8	113	7	0	511	849	9	121	4.25e-70	206.0
LOC_0007FH4.1	h1n1	h2n2	93.8	113	7	0	526	864	9	121	1.49e-71	209.0
LOC_0007YFS.1	h1n1	h2n2	93.8	113	7	0	482	820	9	121	1.19e-68	201.0
LOC_0007YGQ.1	h1n1	h2n2	93.8	113	7	0	482	820	9	121	7.58e-70	204.0
LOC_0007YHM.1	h1n1	h2n2	93.8	113	7	0	482	820	9	121	7.58e-70	204.0
LOC_0007ZET.1	h1n1	h2n2	92.9	113	8	0	482	820	9	121	4.9899999999999996e-68	200.0
LOC_0008JHZ.1	h1n1	h2n2	93.8	113	7	0	523	861	9	121	1.7e-71	209.0
LOC_0009XQ4.1	h1n1	h2n2	94.7	113	6	0	497	835	9	121	1.17e-69	204.0
LOC_0009ZXN.1	h1n1	h2n2	94.7	113	6	0	497	835	9	121	2.55e-69	203.0
LOC_000A10D.1	h1n1	h2n2	90.3	113	11	0	494	832	9	121	1.72e-65	194.0
LOC_000A153.1	h1n1	h2n2	94.7	113	6	0	497	835	9	121	2.55e-69	203.0
LOC_000AASK.1	h1n1	h2n2	94.7	113	6	0	497	835	9	121	2.55e-69	203.0
LOC_000AEUB.1	h3n2	h1n1pdm	96.5	113	4	0	499	837	9	121	1.92e-72	211.0
LOC_000AG2U.1	h1n1	h2n2	90.3	113	11	0	482	820	9	121	1.46e-65	194.0
LOC_000AG3S.1	h1n1	h2n2	90.3	113	11	0	482	820	9	121	1.46e-65	194.0
LOC_000AG4Q.1	h1n1	h2n2	90.3	113	11	0	482	820	9	121	5.12e-66	195.0
LOC_000AGX3.1	h1n1	h2n2	94.7	113	6	0	523	861	9	121	3.44e-69	203.0
LOC_000AKB7.1	h1n1	h2n2	93.8	113	7	0	516	854	9	121	2.87e-69	204.0
LOC_000ANA6.1	h1n1	h2n2	93.8	113	7	0	523	861	9	121	1.7e-71	209.0
LOC_000AVN8.1	h1n1	h2n2	94.7	113	6	0	497	835	9	121	2.55e-69	203.0
LOC_000AWSZ.1	h1n1	h2n2	93.8	113	7	0	516	854	9	121	1.15e-68	202.0
LOC_000BEQH.1	h1n1	h2n2	94.7	113	6	0	497	835	9	121	2.55e-69	203.0
LOC_000BERF.1	h1n1	h2n2	94.7	113	6	0	497	835	9	121	2.55e-69	203.0
LOC_000BKU4.1	h1n1	h2n2	91.2	113	10	0	509	847	9	121	2.1799999999999998e-67	199.0
LOC_000BL0S.1	h1n1	h2n2	91.2	113	10	0	509	847	9	121	1.5399999999999998e-67	199.0
LOC_000BXDP.1	h1n1	h2n2	91.2	113	10	0	509	847	9	121	1.5399999999999998e-67	199.0
LOC_000D65S.1	h1n1	h2n2	92.0	113	9	0	492	830	9	121	1.07e-68	202.0
LOC_000DL78.1	h1n1	h2n2	93.8	113	7	0	523	861	9	121	4.83e-71	208.0
LOC_000EVYE.1	h1n1	h2n2	94.7	113	6	0	497	835	9	121	2.55e-69	203.0
LOC_000EYMZ.1	h1n1	h2n2	92.0	113	9	0	482	820	9	121	2.29e-68	201.0
LOC_000EYQT.1	h1n1	h2n2	92.0	113	9	0	482	820	9	121	2.29e-68	201.0
LOC_000GHYN.1	h1n1	h2n2	95.6	113	5	0	511	849	9	121	2.28e-72	211.0
LOC_000GHZL.1	h1n1	h2n2	95.6	113	5	0	511	849	9	121	2.28e-72	211.0
LOC_000GJ0J.1	h1n1	h2n2	95.6	113	5	0	511	849	9	121	2.28e-72	211.0
LOC_000GJ1G.1	h1n1	h2n2	95.6	113	5	0	511	849	9	121	2.28e-72	211.0
LOC_000H5T7.1	h1n1	h3n2	94.7	113	6	0	523	861	9	121	1.7e-71	209.0
LOC_000H5XZ.1	h1n1	h2n2	94.7	113	6	0	523	861	9	121	8.450000000000001e-72	210.0
LOC_000J7YT.1	h1n1	h2n2	94.7	113	6	0	523	861	9	121	1.58e-69	204.0
LOC_000L3ND.1	h1n1	h2n2	94.7	113	6	0	497	835	9	121	1.31e-69	204.0
LOC_000LU2V.1	h1n1	h2n2	94.7	113	6	0	497	835	9	121	7.8e-71	207.0
LOC_000LZ3N.1	h1n1	h2n2	94.7	113	6	0	523	861	9	121	1.58e-69	204.0
LOC_000M6JG.1	h1n1	h2n2	94.7	113	6	0	523	861	9	121	2.76e-70	206.0
LOC_000R5WK.1	h1n1	h2n2	97.3	113	3	0	497	835	9	121	2.38e-72	211.0
LOC_000VWJA.1	h1n1	h2n2	95.6	113	5	0	511	849	9	121	1.3e-71	209.0
LOC_000VX60.1	h1n1	h2n2	93.8	113	7	0	511	849	9	121	3.44e-69	203.0
LOC_000YZ9L.1	h1n1	h2n2	92.0	113	9	0	523	861	9	121	2.56e-68	201.0
LOC_000ZHUV.1	h1n1	h2n2	95.6	113	5	0	511	849	9	121	1.3e-71	209.0
LOC_000ZZAG.1	h1n1	h2n2	94.7	113	6	0	511	849	9	121	2.12e-70	206.0
LOC_0011FAW.1	h1n1	h2n2	95.6	113	5	0	497	835	9	121	8.88e-72	210.0
